"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"B63WZKQI","conferencePaper","2022","Hudeček, Vojtěch; Schaub, Léon-Paul; Stancl, Daniel; Paroubek, Patrick; Dušek, Ondřej","DIASER: A Unifying View On Task-oriented Dialogue Annotation","Proceedings of the Thirteenth Language Resources and Evaluation Conference","","","","https://aclanthology.org/2022.lrec-1.137/","Every model is only as strong as the data that it is trained on. In this paper, we present a new dataset, obtained by merging four publicly available annotated corpora for task-oriented dialogues in several domains (MultiWOZ 2.2, CamRest676, DSTC2 and Schema-Guided Dialogue Dataset). This way, we assess the feasibility of providing a unified ontology and annotation schema covering several domains with a relatively limited effort. We analyze the characteristics of the resulting dataset along three main dimensions: language, information content and performance. We focus on aspects likely to be pertinent for improving dialogue success, e.g. dialogue consistency. Furthermore, to assess the usability of this new corpus, we thoroughly evaluate dialogue generation performance under various conditions with the help of two prominent recent end-to-end dialogue models: MarCo and GPT-2. These models were selected as popular open implementations representative of the two main dimensions of dialogue modelling. While we did not observe a significant gain for dialogue state tracking performance, we show that using more training data from different sources can improve language modelling capabilities and positively impact dialogue flow (consistency). In addition, we provide the community with one of the largest open dataset for machine learning experiments.","2022-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","1286–1296","","","","","","","","","","","European Language Resources Association","Marseille, France","","","","","","","","","","","","","","Calzolari, Nicoletta; Béchet, Frédéric; Blache, Philippe; Choukri, Khalid; Cieri, Christopher; Declerck, Thierry; Goggi, Sara; Isahara, Hitoshi; Maegaard, Bente; Mariani, Joseph; Mazo, Hélène; Odijk, Jan; Piperidis, Stelios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DBSXUQFH","conferencePaper","2022","Uresova, Zdenka; Zaczynska, Karolina; Bourgonje, Peter; Fučíková, Eva; Rehm, Georg; Hajic, Jan","Making a Semantic Event-type Ontology Multilingual","Proceedings of the Thirteenth Language Resources and Evaluation Conference","","","","https://aclanthology.org/2022.lrec-1.142/","We present an extension of the SynSemClass Event-type Ontology, originally conceived as a bilingual Czech-English resource. We added German entries to the classes representing the concepts of the ontology. Having a different starting point than the original work (unannotated parallel corpus without links to a valency lexicon and, of course, different existing lexical resources), it was a challenge to adapt the annotation guidelines, the data model and the tools used for the original version. We describe the process and results of working in such a setup. We also show the next steps to adapt the annotation process, data structures and formats and tools necessary to make the addition of a new language in the future more smooth and efficient, and possibly to allow for various teams to work on SynSemClass extensions to many languages concurrently. We also present the latest release which contains the results of adding German, freely available for download as well as for online access.","2022-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","1332–1343","","","","","","","","","","","European Language Resources Association","Marseille, France","","","","","","","","","","","","","","Calzolari, Nicoletta; Béchet, Frédéric; Blache, Philippe; Choukri, Khalid; Cieri, Christopher; Declerck, Thierry; Goggi, Sara; Isahara, Hitoshi; Maegaard, Bente; Mariani, Joseph; Mazo, Hélène; Odijk, Jan; Piperidis, Stelios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KM7S4TCL","conferencePaper","2022","Koeva, Svetla; Stoyanova, Ivelina; Kralev, Jordan","Multilingual Image Corpus – Towards a Multimodal and Multilingual Dataset","Proceedings of the Thirteenth Language Resources and Evaluation Conference","","","","https://aclanthology.org/2022.lrec-1.162/","One of the processing tasks for large multimodal data streams is automatic image description (image classification, object segmentation and classification). Although the number and the diversity of image datasets is constantly expanding, still there is a huge demand for more datasets in terms of variety of domains and object classes covered. The goal of the project Multilingual Image Corpus (MIC 21) is to provide a large image dataset with annotated objects and object descriptions in 24 languages. The Multilingual Image Corpus consists of an Ontology of visual objects (based on WordNet) and a collection of thematically related images whose objects are annotated with segmentation masks and labels describing the ontology classes. The dataset is designed both for image classification and object detection and for semantic segmentation. The main contributions of our work are: a) the provision of large collection of high quality copyright-free images; b) the formulation of the Ontology of visual objects based on WordNet noun hierarchies; c) the precise manual correction of automatic object segmentation within the images and the annotation of object classes; and d) the association of objects and images with extended multilingual descriptions based on WordNet inner- and interlingual relations. The dataset can be used also for multilingual image caption generation, image-to-text alignment and automatic question answering for images and videos.","2022-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","1509–1518","","","","","","","","","","","European Language Resources Association","Marseille, France","","","","","","","","","","","","","","Calzolari, Nicoletta; Béchet, Frédéric; Blache, Philippe; Choukri, Khalid; Cieri, Christopher; Declerck, Thierry; Goggi, Sara; Isahara, Hitoshi; Maegaard, Bente; Mariani, Joseph; Mazo, Hélène; Odijk, Jan; Piperidis, Stelios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NIA2TRZI","conferencePaper","2022","Meisinger, Nino; Trippel, Thorsten; Zinn, Claus","Increasing CMDI's Semantic Interoperability with schema.org","Proceedings of the Thirteenth Language Resources and Evaluation Conference","","","","https://aclanthology.org/2022.lrec-1.290/","The CLARIN Concept Registry (CCR) is the common semantic ground for most CMDI-based profiles to describe language-related resources in the CLARIN universe. While the CCR supports semantic interoperability within this universe, it does not extend beyond it. The flexibility of CMDI, however, allows users to use other term or concept registries when defining their metadata components. In this paper, we describe our use of schema.org, a light ontology used by many parties across disciplines.","2022-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","2714–2720","","","","","","","","","","","European Language Resources Association","Marseille, France","","","","","","","","","","","","","","Calzolari, Nicoletta; Béchet, Frédéric; Blache, Philippe; Choukri, Khalid; Cieri, Christopher; Declerck, Thierry; Goggi, Sara; Isahara, Hitoshi; Maegaard, Bente; Mariani, Joseph; Mazo, Hélène; Odijk, Jan; Piperidis, Stelios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RDCFZV2P","conferencePaper","2022","Osenova, Petya; Simov, Kiril; Marinova, Iva; Berbatova, Melania","The Bulgarian Event Corpus: Overview and Initial NER Experiments","Proceedings of the Thirteenth Language Resources and Evaluation Conference","","","","https://aclanthology.org/2022.lrec-1.374/","The paper describes the Bulgarian Event Corpus (BEC). The annotation scheme is based on CIDOC-CRM ontology and on the English Framenet, adjusted for our task. It includes two main layers: named entities and events with their roles. The corpus is multi-domain and mainly oriented towards Social Sciences and Humanities (SSH). It will be used for: extracting knowledge and making it available through the Bulgaria-centric Knowledge Graph; further developing an annotation scheme that handles multiple domains in SSH; training automatic modules for the most important knowledge-based tasks, such as domain-specific and nested NER, NEL, event detection and profiling. Initial experiments were conducted on standard NER task due to complexity of the dataset and the rich NE annotation scheme. The results are promising with respect to some labels and give insights on handling better other ones. These experiments serve also as error detection modules that would help us in scheme re-design. They are a basis for further and more complex tasks, such as nested NER, NEL and event detection.","2022-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","3491–3499","","","","","","","","","","","European Language Resources Association","Marseille, France","","","","","","","","","","","","","","Calzolari, Nicoletta; Béchet, Frédéric; Blache, Philippe; Choukri, Khalid; Cieri, Christopher; Declerck, Thierry; Goggi, Sara; Isahara, Hitoshi; Maegaard, Bente; Mariani, Joseph; Mazo, Hélène; Odijk, Jan; Piperidis, Stelios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVQ8J9Y7","conferencePaper","2022","Zotova, Elena; Cuadros, Montse; Rigau, German","ClinIDMap: Towards a Clinical IDs Mapping for Data Interoperability","Proceedings of the Thirteenth Language Resources and Evaluation Conference","","","","https://aclanthology.org/2022.lrec-1.390/","This paper presents ClinIDMap, a tool for mapping identifiers between clinical ontologies and lexical resources. ClinIDMap interlinks identifiers from UMLS, SMOMED-CT, ICD-10 and the corresponding Wikipedia articles for concepts from the UMLS Metathesaurus. Our main goal is to provide semantic interoperability across the clinical concepts from various knowledge bases. As a side effect, the mapping enriches already annotated corpora in multiple languages with new labels. For instance, spans manually annotated with IDs from UMLS can be annotated with Semantic Types and Groups, and its corresponding SNOMED CT and ICD-10 IDs. We also experiment with sequence labelling models for detecting Diagnosis and Procedures concepts and for detecting UMLS Semantic Groups trained on Spanish, English, and bilingual corpora obtained with the new mapping procedure. The ClinIDMap tool is publicly available.","2022-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","3661–3669","","","","","","","","","","","European Language Resources Association","Marseille, France","","","","","","","","","","","","","","Calzolari, Nicoletta; Béchet, Frédéric; Blache, Philippe; Choukri, Khalid; Cieri, Christopher; Declerck, Thierry; Goggi, Sara; Isahara, Hitoshi; Maegaard, Bente; Mariani, Joseph; Mazo, Hélène; Odijk, Jan; Piperidis, Stelios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E3CYXIMM","conferencePaper","2022","Declerck, Thierry","Towards a new Ontology for Sign Languages","Proceedings of the Thirteenth Language Resources and Evaluation Conference","","","","https://aclanthology.org/2022.lrec-1.423/","We present the current status of a new ontology for representing constitutive elements of Sign Languages (SL). This development emerged from investigations on how to represent multimodal lexical data in the OntoLex-Lemon framework, with the goal to publish such data in the Linguistic Linked Open Data (LLOD) cloud. While studying the literature and various sites dealing with sign languages, we saw the need to harmonise all the data categories (or features) defined and used in those sources, and to organise them in an ontology to which lexical descriptions in OntoLex-Lemon could be linked. We make the code of the first version of this ontology available, so that it can be further developed collaboratively by both the Linked Data and the SL communities","2022-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","3977–3983","","","","","","","","","","","European Language Resources Association","Marseille, France","","","","","","","","","","","","","","Calzolari, Nicoletta; Béchet, Frédéric; Blache, Philippe; Choukri, Khalid; Cieri, Christopher; Declerck, Thierry; Goggi, Sara; Isahara, Hitoshi; Maegaard, Bente; Mariani, Joseph; Mazo, Hélène; Odijk, Jan; Piperidis, Stelios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDIYEH6M","conferencePaper","2022","Kühn, Ramona; Mitrović, Jelena; Granitzer, Michael","GRhOOT: Ontology of Rhetorical Figures in German","Proceedings of the Thirteenth Language Resources and Evaluation Conference","","","","https://aclanthology.org/2022.lrec-1.426/","GRhOOT, the German RhetOrical OnTology, is a domain ontology of 110 rhetorical figures in the German language. The overall goal of building an ontology of rhetorical figures in German is not only the formal representation of different rhetorical figures, but also allowing for their easier detection, thus improving sentiment analysis, argument mining, detection of hate speech and fake news, machine translation, and many other tasks in which recognition of non-literal language plays an important role. The challenge of building such ontologies lies in classifying the figures and assigning adequate characteristics to group them, while considering their distinctive features. The ontology of rhetorical figures in the Serbian language was used as a basis for our work. Besides transferring and extending the concepts of the Serbian ontology, we ensured completeness and consistency by using description logic and SPARQL queries. Furthermore, we show a decision tree to identify figures and suggest a usage scenario on how the ontology can be utilized to collect and annotate data.","2022-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","4001–4010","","","","","","","","","","","European Language Resources Association","Marseille, France","","","","","","","","","","","","","","Calzolari, Nicoletta; Béchet, Frédéric; Blache, Philippe; Choukri, Khalid; Cieri, Christopher; Declerck, Thierry; Goggi, Sara; Isahara, Hitoshi; Maegaard, Bente; Mariani, Joseph; Mazo, Hélène; Odijk, Jan; Piperidis, Stelios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5W3W5PDY","conferencePaper","2022","Parmar, Maulik; Narayan, Apurva","HyperBox: A Supervised Approach for Hypernym Discovery using Box Embeddings","Proceedings of the Thirteenth Language Resources and Evaluation Conference","","","","https://aclanthology.org/2022.lrec-1.652/","Hypernymy plays a fundamental role in many AI tasks like taxonomy learning, ontology learning, etc. This has motivated the development of many automatic identification methods for extracting this relation, most of which rely on word distribution. We present a novel model HyperBox to learn box embeddings for hypernym discovery. Given an input term, HyperBox retrieves its suitable hypernym from a target corpus. For this task, we use the dataset published for SemEval 2018 Shared Task on Hypernym Discovery. We compare the performance of our model on two specific domains of knowledge: medical and music. Experimentally, we show that our model outperforms existing methods on the majority of the evaluation metrics. Moreover, our model generalize well over unseen hypernymy pairs using only a small set of training data.","2022-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","6069–6076","","","","","","","","","","","European Language Resources Association","Marseille, France","","","","","","","","","","","","","","Calzolari, Nicoletta; Béchet, Frédéric; Blache, Philippe; Choukri, Khalid; Cieri, Christopher; Declerck, Thierry; Goggi, Sara; Isahara, Hitoshi; Maegaard, Bente; Mariani, Joseph; Mazo, Hélène; Odijk, Jan; Piperidis, Stelios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DS8ASKGM","conferencePaper","2022","Faralli, Stefano; Lenzi, Andrea; Velardi, Paola","A Large Interlinked Knowledge Graph of the Italian Cultural Heritage","Proceedings of the Thirteenth Language Resources and Evaluation Conference","","","","https://aclanthology.org/2022.lrec-1.675/","Knowledge is the lifeblood for a plethora of applications such as search, recommender systems and natural language understanding. Thanks to the efforts in the fields of Semantic Web and Linked Open Data a growing number of interlinked knowledge bases are supporting the development of advanced knowledge-based applications. Unfortunately, for a large number of domain-specific applications, these knowledge bases are unavailable. In this paper, we present a resource consisting of a large knowledge graph linking the Italian cultural heritage entities (defined in the ArCo ontology) with the concepts defined on well-known knowledge bases (i.e., DBpedia and the Getty GVP ontology). We describe the methodologies adopted for the semi-automatic resource creation and provide an in-depth analysis of the resulting interlinked graph.","2022-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","6280–6289","","","","","","","","","","","European Language Resources Association","Marseille, France","","","","","","","","","","","","","","Calzolari, Nicoletta; Béchet, Frédéric; Blache, Philippe; Choukri, Khalid; Cieri, Christopher; Declerck, Thierry; Goggi, Sara; Isahara, Hitoshi; Maegaard, Bente; Mariani, Joseph; Mazo, Hélène; Odijk, Jan; Piperidis, Stelios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUTGH5QI","conferencePaper","2022","Weinzierl, Maxwell; Harabagiu, Sanda","VaccineLies: A Natural Language Resource for Learning to Recognize Misinformation about the COVID-19 and HPV Vaccines","Proceedings of the Thirteenth Language Resources and Evaluation Conference","","","","https://aclanthology.org/2022.lrec-1.753/","Billions of COVID-19 vaccines have been administered, but many remain hesitant. Misinformation about the COVID-19 vaccines and other vaccines, propagating on social media, is believed to drive hesitancy towards vaccination. The ability to automatically recognize misinformation targeting vaccines on Twitter depends on the availability of data resources. In this paper we present VaccineLies, a large collection of tweets propagating misinformation about two vaccines: the COVID-19 vaccines and the Human Papillomavirus (HPV) vaccines. Misinformation targets are organized in vaccine-specific taxonomies, which reveal the misinformation themes and concerns. The ontological commitments of the misinformation taxonomies provide an understanding of which misinformation themes and concerns dominate the discourse about the two vaccines covered in VaccineLies. The organization into training, testing and development sets of VaccineLies invites the development of novel supervised methods for detecting misinformation on Twitter and identifying the stance towards it. Furthermore, VaccineLies can be a stepping stone for the development of datasets focusing on misinformation targeting additional vaccines.","2022-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","6967–6975","","","","","","","","","","","European Language Resources Association","Marseille, France","","","","","","","","","","","","","","Calzolari, Nicoletta; Béchet, Frédéric; Blache, Philippe; Choukri, Khalid; Cieri, Christopher; Declerck, Thierry; Goggi, Sara; Isahara, Hitoshi; Maegaard, Bente; Mariani, Joseph; Mazo, Hélène; Odijk, Jan; Piperidis, Stelios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XY2PRF64","conferencePaper","2022","Sajjad, Hassan; Durrani, Nadir; Dalvi, Fahim; Alam, Firoj; Khan, Abdul; Xu, Jia","Analyzing Encoded Concepts in Transformer Language Models","Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","","","10.18653/v1/2022.naacl-main.225","https://aclanthology.org/2022.naacl-main.225/","We propose a novel framework ConceptX, to analyze how latent concepts are encoded in representations learned within pre-trained lan-guage models. It uses clustering to discover the encoded concepts and explains them by aligning with a large set of human-defined concepts. Our analysis on seven transformer language models reveal interesting insights: i) the latent space within the learned representations overlap with different linguistic concepts to a varying degree, ii) the lower layers in the model are dominated by lexical concepts (e.g., affixation) and linguistic ontologies (e.g. Word-Net), whereas the core-linguistic concepts (e.g., morphology, syntactic relations) are better represented in the middle and higher layers, iii) some encoded concepts are multi-faceted and cannot be adequately explained using the existing human-defined concepts.","2022-07","2025-09-10 13:17:19","2025-09-10 13:17:19","","3082–3101","","","","","","","","","","","Association for Computational Linguistics","Seattle, United States","","","","","","","","","","","","","","Carpuat, Marine; de Marneffe, Marie-Catherine; Meza Ruiz, Ivan Vladimir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z772W4UU","conferencePaper","2022","Jose, Kevin; Gueudre, Thomas","Constraining word alignments with posterior regularization for label transfer","Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies: Industry Track","","","10.18653/v1/2022.naacl-industry.15","https://aclanthology.org/2022.naacl-industry.15/","Unsupervised word alignments offer a lightweight and interpretable method to transfer labels from high- to low-resource languages, as long as semantically related words have the same label across languages. But such an assumption is often not true in industrial NLP pipelines, where multilingual annotation guidelines are complex and deviate from semantic consistency due to various factors (such as annotation difficulty, conflicting ontology, upcoming feature launches etc.);We address this difficulty by constraining the alignments models to remain consistent with both source and target annotation guidelines , leveraging posterior regularization and labeled examples. We illustrate the overall approach using IBM 2 (fast_align) as a base model, and report results on both internal and external annotated datasets. We measure consistent accuracy improvements on the MultiATIS++ dataset over AWESoME, a popular transformer-based alignment model, in the label projection task (+2.7% at word-level and +15% at sentence-level), and show how even a small amount of target language annotations help substantially.","2022-07","2025-09-10 13:17:19","2025-09-10 13:17:19","","121–129","","","","","","","","","","","Association for Computational Linguistics","Hybrid: Seattle, Washington + Online","","","","","","","","","","","","","","Loukina, Anastassia; Gangadharaiah, Rashmi; Min, Bonan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TUB4KR2Q","conferencePaper","2022","Perçin, Sezen; Galassi, Andrea; Lagioia, Francesca; Ruggeri, Federico; Santin, Piera; Sartor, Giovanni; Torroni, Paolo","Combining WordNet and Word Embeddings in Data Augmentation for Legal Texts","Proceedings of the Natural Legal Language Processing Workshop 2022","","","10.18653/v1/2022.nllp-1.4","https://aclanthology.org/2022.nllp-1.4/","Creating balanced labeled textual corpora for complex tasks, like legal analysis, is a challenging and expensive process that often requires the collaboration of domain experts. To address this problem, we propose a data augmentation method based on the combination of GloVe word embeddings and the WordNet ontology. We present an example of application in the legal domain, specifically on decisions of the Court of Justice of the European Union.Our evaluation with human experts confirms that our method is more robust than the alternatives.","2022-12","2025-09-10 13:17:20","2025-09-10 13:17:20","","47–52","","","","","","","","","","","Association for Computational Linguistics","Abu Dhabi, United Arab Emirates (Hybrid)","","","","","","","","","","","","","","Aletras, Nikolaos; Chalkidis, Ilias; Barrett, Leslie; Goanță, Cătălina; Preoțiuc-Pietro, Daniel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44X4YPHZ","conferencePaper","2022","Gnehm, Ann-sophie; Bühlmann, Eva; Buchs, Helen; Clematide, Simon","Fine-Grained Extraction and Classification of Skill Requirements in German-Speaking Job Ads","Proceedings of the Fifth Workshop on Natural Language Processing and Computational Social Science (NLP+CSS)","","","10.18653/v1/2022.nlpcss-1.2","https://aclanthology.org/2022.nlpcss-1.2/","Monitoring the development of labor market skill requirements is an information need that is more and more approached by applying text mining methods to job advertisement data. We present an approach for fine-grained extraction and classification of skill requirements from German-speaking job advertisements. We adapt pre-trained transformer-based language models to the domain and task of computing meaningful representations of sentences or spans. By using context from job advertisements and the large ESCO domain ontology we improve our similarity-based unsupervised multi-label classification results. Our best model achieves a mean average precision of 0.969 on the skill class level.","2022-11","2025-09-10 13:17:20","2025-09-10 13:17:20","","14–24","","","","","","","","","","","Association for Computational Linguistics","Abu Dhabi, UAE","","","","","","","","","","","","","","Bamman, David; Hovy, Dirk; Jurgens, David; Keith, Katherine; O'Connor, Brendan; Volkova, Svitlana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VPL9L6CG","conferencePaper","2022","Stranisci, Marco Antonio; Frenda, Simona; Lai, Mirko; Araque, Oscar; Cignarella, Alessandra Teresa; Basile, Valerio; Bosco, Cristina; Patti, Viviana","O-Dang! The Ontology of Dangerous Speech Messages","Proceedings of the 2nd Workshop on Sentiment Analysis and Linguistic Linked Data","","","","https://aclanthology.org/2022.salld-1.2/","Inside the NLP community there is a considerable amount of language resources created, annotated and released every day with the aim of studying specific linguistic phenomena. Despite a variety of attempts in order to organize such resources has been carried on, a lack of systematic methods and of possible interoperability between resources are still present. Furthermore, when storing linguistic information, still nowadays, the most common practice is the concept of “gold standard”, which is in contrast with recent trends in NLP that aim at stressing the importance of different subjectivities and points of view when training machine learning and deep learning methods. In this paper we present O-Dang!: The Ontology of Dangerous Speech Messages, a systematic and interoperable Knowledge Graph (KG) for the collection of linguistic annotated data. O-Dang! is designed to gather and organize Italian datasets into a structured KG, according to the principles shared within the Linguistic Linked Open Data community. The ontology has also been designed to account a perspectivist approach, since it provides a model for encoding both gold standard and single-annotator labels in the KG. The paper is structured as follows. In Section 1 the motivations of our work are outlined. Section 2 describes the O-Dang! Ontology, that provides a common semantic model for the integration of datasets in the KG. The Ontology Population stage with information about corpora, users, and annotations is presented in Section 3. Finally, in Section 4 an analysis of offensiveness across corpora is provided as a first case study for the resource.","2022-06","2025-09-10 13:17:20","2025-09-10 13:17:20","","2–8","","","","","","","","","","","European Language Resources Association","Marseille, France","","","","","","","","","","","","","","Kernerman, Ilan; Carvalho, Sara; Iglesias, Carlos A.; Sprugnoli, Rachele","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9I44WTH","conferencePaper","2022","Lin, Hsien-chin; Geishauser, Christian; Feng, Shutong; Lubis, Nurul; van Niekerk, Carel; Heck, Michael; Gasic, Milica","GenTUS: Simulating User Behaviour and Language in Task-oriented Dialogues with Generative Transformers","Proceedings of the 23rd Annual Meeting of the Special Interest Group on Discourse and Dialogue","","","10.18653/v1/2022.sigdial-1.28","https://aclanthology.org/2022.sigdial-1.28/","User simulators (USs) are commonly used to train task-oriented dialogue systems via reinforcement learning. The interactions often take place on semantic level for efficiency, but there is still a gap from semantic actions to natural language, which causes a mismatch between training and deployment environment. Incorporating a natural language generation (NLG) module with USs during training can partly deal with this problem. However, since the policy and NLG of USs are optimised separately, these simulated user utterances may not be natural enough in a given context. In this work, we propose a generative transformer-based user simulator (GenTUS). GenTUS consists of an encoder-decoder structure, which means it can optimise both the user policy and natural language generation jointly. GenTUS generates both semantic actions and natural language utterances, preserving interpretability and enhancing language variation. In addition, by representing the inputs and outputs as word sequences and by using a large pre-trained language model we can achieve generalisability in feature representation. We evaluate GenTUS with automatic metrics and human evaluation. Our results show that GenTUS generates more natural language and is able to transfer to an unseen ontology in a zero-shot fashion. In addition, its behaviour can be further shaped with reinforcement learning opening the door to training specialised user simulators.","2022-09","2025-09-10 13:17:20","2025-09-10 13:17:20","","270–282","","","","","","","","","","","Association for Computational Linguistics","Edinburgh, UK","","","","","","","","","","","","","","Lemon, Oliver; Hakkani-Tur, Dilek; Li, Junyi Jessy; Ashrafzadeh, Arash; Garcia, Daniel Hernández; Alikhani, Malihe; Vandyke, David; Dušek, Ondřej","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXIRHI56","conferencePaper","2022","Vukovic, Renato; Heck, Michael; Ruppik, Benjamin; van Niekerk, Carel; Zibrowius, Marcus; Gasic, Milica","Dialogue Term Extraction using Transfer Learning and Topological Data Analysis","Proceedings of the 23rd Annual Meeting of the Special Interest Group on Discourse and Dialogue","","","10.18653/v1/2022.sigdial-1.53","https://aclanthology.org/2022.sigdial-1.53/","Goal oriented dialogue systems were originally designed as a natural language interface to a fixed data-set of entities that users might inquire about, further described by domain, slots and values. As we move towards adaptable dialogue systems where knowledge about domains, slots and values may change, there is an increasing need to automatically extract these terms from raw dialogues or related non-dialogue data on a large scale. In this paper, we take an important step in this direction by exploring different features that can enable systems to discover realisations of domains, slots and values in dialogues in a purely data-driven fashion. The features that we examine stem from word embeddings, language modelling features, as well as topological features of the word embedding space. To examine the utility of each feature set, we train a seed model based on the widely used MultiWOZ data-set. Then, we apply this model to a different corpus, the Schema-guided dialogue data-set. Our method outperforms the previously proposed approach that relies solely on word embeddings. We also demonstrate that each of the features is responsible for discovering different kinds of content. We believe our results warrant further research towards ontology induction, and continued harnessing of topological data analysis for dialogue and natural language processing research.","2022-09","2025-09-10 13:17:20","2025-09-10 13:17:20","","564–581","","","","","","","","","","","Association for Computational Linguistics","Edinburgh, UK","","","","","","","","","","","","","","Lemon, Oliver; Hakkani-Tur, Dilek; Li, Junyi Jessy; Ashrafzadeh, Arash; Garcia, Daniel Hernández; Alikhani, Malihe; Vandyke, David; Dušek, Ondřej","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QH82X44","conferencePaper","2022","Ortega-Martín, Miguel; Ardoiz, Alfonso; Garcia, Oscar; Álvarez, Jorge; Alonso, Adrián","dezzai@SMM4H'22: Tasks 5 & 10 - Hybrid models everywhere","Proceedings of the Seventh Workshop on Social Media Mining for Health Applications, Workshop & Shared Task","","","","https://aclanthology.org/2022.smm4h-1.3/","This paper presents our approaches to SMM4H'22 task 5 - Classification of tweets of self-reported COVID-19 symptoms in Spanish, and task 10 - Detection of disease mentions in tweets – SocialDisNER (in Spanish). We have presented hybrid systems that combine Deep Learning techniques with linguistic rules and medical ontologies, which have allowed us to achieve outstanding results in both tasks.","2022-10","2025-09-10 13:17:20","2025-09-10 13:17:20","","7–10","","","","","","","","","","","Association for Computational Linguistics","Gyeongju, Republic of Korea","","","","","","","","","","","","","","Gonzalez-Hernandez, Graciela; Weissenbacher, Davy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
