"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"X6KAUUHP","conferencePaper","2021","Sree-Kumar, Anjali; Planas, Elena; Clarisó, Robert","Validating Feature Models With Respect to Textual Product Line Specifications","Proceedings of the 15th International Working Conference on Variability Modelling of Software-Intensive Systems","978-1-4503-8824-5","","10.1145/3442391.3442407","https://doi.org/10.1145/3442391.3442407","Feature models (FM) are a valuable resource in the analysis of software product lines (SPL). They provide a visual abstraction of the variation points in a family of related software products. FMs can be manually created by domain experts or extracted (semi-) automatically from textual documents such as product descriptions or requirements specifications. Nevertheless, there is no way to measure the accuracy of a FM with respect to the information described in the source documents. This paper proposes a method to quantify and visualize whether the elements in a FM (features and relationships) conform to the information available in a set of specification documents. Both the correctness (choice of representative elements) and completeness (no missing elements) of the FM are considered. Designers can use this feedback to fix defects in the FM or to detect incomplete or inconsistent information in the source documents.","2021","2025-09-10 14:12:08","2025-09-10 14:12:08","","","","","","","","","VaMoS '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Krems, Austria","","","","Natural Language Processing; Machine Learning; Requirements Engineering; Software Product Line; Feature Model Validation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RI7Q33JH","conferencePaper","2024","Sarmah, Bhaskarjit; Mehta, Dhagash; Hall, Benika; Rao, Rohan; Patel, Sunil; Pasquali, Stefano","HybridRAG: Integrating Knowledge Graphs and Vector Retrieval Augmented Generation for Efficient Information Extraction","Proceedings of the 5th ACM International Conference on AI in Finance","979-8-4007-1081-0","","10.1145/3677052.3698671","https://doi.org/10.1145/3677052.3698671","Extraction and interpretation of intricate information from unstructured text data arising in financial applications, such as earnings call transcripts, present substantial challenges to large language models (LLMs) even using the current best practices to use Retrieval Augmented Generation (RAG) (referred to as VectorRAG techniques which utilize vector databases for information retrieval) due to challenges such as domain specific terminology and complex formats of the documents. We introduce a novel approach based on a combination, called HybridRAG, of the Knowledge Graphs (KGs) based RAG techniques (called GraphRAG) and VectorRAG techniques to enhance question-answer (Q&amp;A) systems for information extraction from financial documents that is shown to be capable of generating accurate and contextually relevant answers. Using experiments on a set of financial earning call transcripts documents which come in the form of Q&amp;A format, and hence provide a natural set of pairs of ground-truth Q&amp;As, we show that HybridRAG which retrieves context from both vector database and KG outperforms both traditional VectorRAG and GraphRAG individually when evaluated at both the retrieval and generation stages in terms of retrieval accuracy and answer generation. The proposed technique has applications beyond the financial domain.","2024","2025-09-10 14:12:08","2025-09-10 14:12:08","","608–616","","","","","","","ICAIF '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Brooklyn, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CE3R8L5R","conferencePaper","2023","Zhang, Luyi; Li, Ren; Xiao, Qiao","A Prompt-based Few-shot Machine Reading Comprehension Model for Intelligent Bridge Management","Proceedings of the 2022 6th International Conference on Electronic Information Technology and Computer Engineering","978-1-4503-9714-8","","10.1145/3573428.3573599","https://doi.org/10.1145/3573428.3573599","Bridge inspection reports are an important data source in the bridge management process, and they contain a large amount of fine-grained information. However, the research on machine reading comprehension (MRC) methods for this field is insufficient, and annotating large scale domain-specific corpus is time-consuming. This paper presented a novel prompt-based few-shot MRC approach for intelligent bridge management. The proposed model uses the pretrained model MacBERT as backbone. The prompt templates are designed based on some domain-specific heuristic rules. The experimental results show that our model outperforms the baseline models in different few-shot settings. The proposed model can provide technical support for the construction of automatic question answering system in the field of bridge management.","2023","2025-09-10 14:12:08","2025-09-10 14:12:08","","946–950","","","","","","","EITCE '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Xiamen, China","","","","Few-shot; Machine reading comprehension; Bridge inspection; Prompt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PL2GNV65","conferencePaper","2020","Wu, Mei Mei; Liu, Ying-Hsang","Exploring ontologies for collection protection in second sino-japanese war","Proceedings of the 18th Joint Conference on Digital Libraries","978-1-7281-1547-4","","10.1109/JCDL.2019.00066","https://doi.org/10.1109/JCDL.2019.00066","The actions are usually trivial, implicit yet significant for the protection of collection during the wartime. Records of those actions, events, and particularly, the related persons, organizations may be scattered but deserve further attention since the records are precious to human knowledge protection efforts. Searching, identifying and collecting the related resources from the scattered data sets is not as complicated as developing an ontology for this domain of collection protection during the wartime period. This study has selected 1939–41, in the Second Sino-Japanese War during WWII when there were figures working on the collection protection projects that have been documented in the historical archives and many other resources, including oral history, journals, digital documentation, conference papers, literature reviews, etc. The preliminary ontology models for the protection of wartime period collection have been developed based on one of the oral history. The current research has further tuned and finalized the ontology of collection protection during the wartime period by analyzing the multi-sets of data resources. The implications of the research results are two folds: firstly, it could shed lights on the classification system for a digital library of this domain, and secondly, it could benefit the historical researchers for providing new clues in this line of collection protection during the wartime period research.","2020","2025-09-10 14:12:08","2025-09-10 14:12:08","","351–352","","","","","","","JCDL '19","","","","IEEE Press","Champaign, Illinois","","","","","","","","","","","","ontologies; cultural heritage; collection protection; digital scholarship","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXYKIRTZ","journalArticle","2024","Sharma, Mandar; Gogineni, Ajay Kumar; Ramakrishnan, Naren","Neural Methods for Data-to-text Generation","ACM Trans. Intell. Syst. Technol.","","2157-6904","10.1145/3660639","https://doi.org/10.1145/3660639","The neural boom that has sparked natural language processing (NLP) research throughout the last decade has similarly led to significant innovations in data-to-text (D2T) generation. This survey offers a consolidated view into the neural D2T paradigm with a structured examination of the approaches, benchmark datasets, and evaluation protocols. This survey draws boundaries separating D2T from the rest of the natural language generation (NLG) landscape, encompassing an up-to-date synthesis of the literature, and highlighting the stages of technological adoption from within and outside the greater NLG umbrella. With this holistic view, we highlight promising avenues for D2T research that focus not only on the design of linguistically capable systems but also on systems that exhibit fairness and accountability.","2024-10","2025-09-10 14:12:08","2025-09-10 14:12:08","","","","5","15","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","natural language generation; data-to-text generation; data-to-text; Narration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I4B2UYG3","conferencePaper","2020","Stenzer, Alexander","Query Relaxation using Spreading-Activation and SKOS-Ontologies","Proceedings of the 21st International Conference on Information Integration and Web-Based Applications &amp; Services","978-1-4503-7179-7","","10.1145/3366030.3366097","https://doi.org/10.1145/3366030.3366097","Digital libraries and archives adopting the Linked Open Data (LOD) approach add descriptive metadata to the objects stored in their inventory in order to facilitate searching and sorting. In many cases the available metadata terms are organized as a controlled vocabulary. Technically, the controlled vocabularies are often provided in the form of SKOS ontologies thus allowing to apply semantic web technologies to establish inter-vocabulary relations and ask queries.However, how can a search over the contents of different digital libraries each of which relies on their own vocabulary be performed without sacrificing recall or having to align the underlying ontologies beforehand?In this paper we present an approach based on query relaxation to solving this problem. Considering the graph nature of ontologies for controlled vocabularies we propose to use a spreading activation algorithm to relax and subsequently transform SPARQL queries in a way that makes them suitable for other vocabularies.","2020","2025-09-10 14:12:08","2025-09-10 14:12:08","","330–334","","","","","","","iiWAS2019","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Munich, Germany","","","","SKOS; Query; Transformation; Relaxation; Spreading-Activation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5F72P24J","conferencePaper","2018","Sacenti, Juarez A. P.; Willrich, Roberto; Fileto, Renato","Hybrid Recommender System Based on Multi-Hierarchical Ontologies","Proceedings of the 24th Brazilian Symposium on Multimedia and the Web","978-1-4503-5867-5","","10.1145/3243082.3243106","https://doi.org/10.1145/3243082.3243106","Recommender Systems (RSs) are usually based in User Profiles (UP) to identify items of interest to a user, among the items of a usually vast collection. Traditional RSs are mostly based on ratings of items made by users and do not attempt to estimate the reasons that led the user to access these items. Furthermore, such systems may suffer from the lack of rating data, the so-called data sparsity. This paper proposes a hybrid recommender system that considers, besides the ratings of the users, a feature description analysis of the items accessed by the users. This analysis is based on ontological UP, described in accordance with a set of ontologies, one per feature. The use of ontologies provides a weak coupling between the proposed RS and the domain of the item to be recommended. The effectiveness of our proposal is demonstrated and evaluated in the movie domain using the MovieLens dataset. The experiments demonstrated an improvement in the quality of the recommendations and a greater tolerance to the data sparsity, compared to state-of-art systems.","2018","2025-09-10 14:12:08","2025-09-10 14:12:08","","149–156","","","","","","","WebMedia '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Salvador, BA, Brazil","","","","Ontology; Recommender systems; Hibrid filtering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCGIJ9FT","conferencePaper","2021","Djebouri, Djamila; Keskes, Nabil","Exploitation of ontological approaches in Big Data: A State of the Art","Proceedings of the 10th International Conference on Information Systems and Technologies","978-1-4503-7655-6","","10.1145/3447568.3448553","https://doi.org/10.1145/3447568.3448553","The emergence of web technologies is generating a data deluge called Big Data. All this data is in fact a gold mine to be exploited. However, we are confronted with huge volumes of heterogeneous data (various formats) and varied data (various sources) and in continuous expansion. To deal with this, some research works have introduced ontologies: this is the purpose of this paper. We present the Big Data concept on the one hand and the ontology concept on the other. We first recalled the definitions of Big Data, its main dimensions known by the 3 V (volume, velocity, variety), the fields of application as well as the various problems related to it. We reviewed the different solutions proposed as well as the existing tools by using the NoSQL and the Map-Reduce paradigm implemented in Hadoop and Spark.We then looked at the concept of ontology, starting by recalling the definition of ontology, so an ontology is a conceptual model to represent reality and on which it is possible to develop systems that can be shared and reused. Ontologies are used to represent a domain and reason about its entities.Finally, we presented and discussed some research works that combined ontologies and Big Data. We have found that there is a very abundant literature that deals with big data and ontologies separately, but few studies combine the two concepts together. We will therefore focus on the latter in order to enrich the scientific literature in the domain.","2021","2025-09-10 14:12:08","2025-09-10 14:12:08","","","","","","","","","ICIST '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Lecce, Italy","","","","Semantic Web; ontology; Big Data; Knowledge Base; Spark; HADOOP; Map-Reduce","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8M55JACG","book","2020","Allemang, Dean; Hendler, Jim; Gandon, Fabien","Semantic Web for the Working Ontologist: Effective Modeling for Linked Data, RDFS, and OWL","","978-1-4503-7617-4","","","","Enterprises have made amazing advances by taking advantage of data about their business to provide predictions and understanding of their customers, markets, and products. But as the world of business becomes more interconnected and global, enterprise data is no long a monolith; it is just a part of a vast web of data. Managing data on a world-wide scale is a key capability for any business today.The Semantic Web treats data as a distributed resource on the scale of the World Wide Web, and incorporates features to address the challenges of massive data distribution as part of its basic design. The aim of the first two editions was to motivate the Semantic Web technology stack from end-to-end; to describe not only what the Semantic Web standards are and how they work, but also what their goals are and why they were designed as they are. It tells a coherent story from beginning to end of how the standards work to manage a world-wide distributed web of knowledge in a meaningful way.The third edition builds on this foundation to bring Semantic Web practice to enterprise. Fabien Gandon joins Dean Allemang and Jim Hendler, bringing with him years of experience in global linked data, to open up the story to a modern view of global linked data. While the overall story is the same, the examples have been brought up to date and applied in a modern setting, where enterprise and global data come together as a living, linked network of data. Also included with the third edition, all of the data sets and queries are available online for study and experimentation at data.world/swwo.","2020","2025-09-10 14:12:08","2025-09-10 14:12:08","","","","","33","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B3VKN667","conferencePaper","2024","Kivrakidis, Ioannis; Rigas, Emmanouil; Bassiliades, Nick","Towards Enriching the Electric Vehicle Knowledge Graph by Linking it to DBpedia","Proceedings of the 13th Hellenic Conference on Artificial Intelligence","979-8-4007-0982-1","","10.1145/3688671.3688734","https://doi.org/10.1145/3688671.3688734","The automotive industry is focusing on Electric Vehicles (EVs) for their efficiency in reducing oil consumption and emissions. However, the EV market’s diversity in battery capacities, classifications, and connector types creates a lack of standardization. Researchers are exploring advanced data and knowledge management methods, with Knowledge Graphs (KGs) emerging as a promising solution. KGs represent data in a way that reflects human understanding, promoting natural human-machine interactions and enhancing AI’s insights. Their structure and constraints are defined by a vocabulary or ontology. This paper presents ongoing work towards enriching an existing Electric Vehicle Knowledge Graph (EVKG), which is specified by the Electric Vehicle Ontology (EVO). To achieve this, we utilized the Python programming language to create labels for each resource in the EVKG. These labels were then used to match and link these resources to their corresponding entries in DBpedia through the use of the owl:sameAs and rdfs:seeAlso properties. To ensure the matching was as accurate as possible, we developed two algorithms: one employing string matching and the other using word vectorization and distance techniques.","2024","2025-09-10 14:12:08","2025-09-10 14:12:08","","","","","","","","","SETN '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Ontology; Knowledge Graph; Linked Data; Electric Vehicles; EVO Ontology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VW55EVW","conferencePaper","2018","Telli, Abdelmoutia; Chau, Ma Thi; Bourahla, Mustapha; Tabia, Karim; Benferhat, Salem","An Ontology for Classifying Vietnamese Dance Movements","Proceedings of the International Conference on Pattern Recognition and Artificial Intelligence","978-1-4503-6482-9","","10.1145/3243250.3243253","https://doi.org/10.1145/3243250.3243253","This paper proposes an OWL ontology called ""VDM"" (Vietnamese Dance Movements), to define taxonomy of dance movement classes and their relationships for the traditional Vietnamese dances taking into account the semantics of its art and its cultural anthropologists. The ""VDM"" terminology can be used to describe elementary movements (poses) as a dataset ontology importing the ontology ""VDM"". These poses are results of dance sequences segmentation (using segmentation techniques). The ontology ""VDM"" is supported by classification rules, which are developed with the OWL complementary language SWRL (Semantic Web Rule Language) to entail movement phrases, which are basic movements with complete meaning. The dataset ontology containing pose descriptions can be queried using the query language SQWRL (Semantic Query Web-enhanced Rule Language).","2018","2025-09-10 14:12:08","2025-09-10 14:12:08","","23–29","","","","","","","PRAI 2018","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Union, NJ, USA","","","","Ontology; Semantic Web Technologies; Description Logics; Dance Labanotation; Traditional Vietnamese Dance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJBTPVRP","journalArticle","2020","Hernich, André; Lutz, Carsten; Papacchini, Fabio; Wolter, Frank","Dichotomies in Ontology-Mediated Querying with the Guarded Fragment","ACM Trans. Comput. Logic","","1529-3785","10.1145/3375628","https://doi.org/10.1145/3375628","We study ontology-mediated querying in the case where ontologies are formulated in the guarded fragment of first-order logic (GF) or extensions thereof with counting and where the actual queries are (unions of) conjunctive queries. Our aim is to classify the data complexity and Datalog rewritability of query evaluation depending on the ontology O, where query evaluation w.r.t. O is in PTime (resp. Datalog rewritable) if all queries can be evaluated in PTime w.r.t. O (resp. rewritten into Datalog under O), and coNP-hard if at least one query is coNP-hard w.r.t. O. We identify several fragments of GF that enjoy a dichotomy between Datalog-rewritability (which implies PTime) and coNP-hardness as well as several other fragments that enjoy a dichotomy between PTime and coNP-hardness, but for which PTime does not imply Datalog-rewritability. For the latter, we establish and exploit a connection to constraint satisfaction problems. We also identify fragments for which there is no dichotomy between PTime and coNP. To prove this, we establish a non-trivial variation of Ladner’s theorem on the existence of NP-intermediate problems. Finally, we study the decidability of whether a given ontology enjoys PTime query evaluation, presenting both positive and negative results, depending on the fragment.","2020-02","2025-09-10 14:12:08","2025-09-10 14:12:08","","","","3","21","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","Ontology-based data access; dichotomies; query evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CWPWV8U3","conferencePaper","2021","Ayimdji Tekemetieu, Armel; Pigot, Hélène; Bottari, Carolina; Gagnon-Roy, Mireille; Giroux, Sylvain","Modeling an Adaptive Resident-System Interaction for Cognitive Assistance in Ambient Assisted Living","Proceedings of the 9th International Conference on Human-Agent Interaction","978-1-4503-8620-3","","10.1145/3472307.3484166","https://doi.org/10.1145/3472307.3484166","In the last decade, advances in the field of ambient assisted living (AAL) have changed the way services can be provided in smart homes. New possibilities are now offered for addressing complex interaction problems between the technology and users with special needs. Within this context, this study addresses human-computer interactions for cognitive assistance to people with Traumatic Brain Injury (TBI). Interdisciplinary research combining computer science and occupational therapy was conducted to model the interaction between an AAL system (AALS) and a person with cognitive impairments due to TBI residing in an AAL environment. Cognitive assistance is modelled as an interactive exchange where an AALS spreads assistance cues that should induce appropriate behaviours from an assisted person as responses. After an assistance cue is delivered, the AALS should evaluate the user reaction and, stop the interaction if the intended reaction is observed or resume by adapting the assistance. To do so, evidence-based cognitive rehabilitation and speech acts are used to model the interaction content i.e., assistive cues and user feedback, while an ontology formalizes the semantics of this knowledge in a computer readable format. A behavioural model based on behaviour trees informed by the ontological model is then used to enable the cognitive assistant to plan the sequence of cues to be delivered adaptively depending on the circumstances, the assistance goal and the user's behaviour. To show that the proposed interaction model can help an AALS to provide adaptive assistance to people with cognitive impairments, it is exemplified on a cooking safety assistant designed for people with TBI.","2021","2025-09-10 14:12:08","2025-09-10 14:12:08","","183–192","","","","","","","HAI '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Virtual Event, Japan","","","","Speech acts; Cognitive assistance; Ambient intelligence; interactive information retrieval; Ontology-based decision support; Traumatic Brain Injury","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZ5NT2AB","conferencePaper","2023","Al-Shareef, Sarah; Alharbi, Rahaf; Alharbi, Rawan; Almfarriji, Raghad; Alsharif, Maram; Alharthi, Rasha; Althaqafi, Lamia","Investigating Community Detection in Arabic Scholarly Network Using Ontology-Based Semantic Expansion","Proceedings of the 2022 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining","978-1-6654-5661-6","","10.1109/ASONAM55673.2022.10068618","https://doi.org/10.1109/ASONAM55673.2022.10068618","Clustering researchers in communities is an important task to support a range of techniques for analyzing and making sense of the research environment and helps researchers find people in the same field of interest to collaborate. In computer science, ontology is commonly used to capture knowledge about a particular area using relevant concepts and relations. This study investigates the use of overlapping community detection algorithms on a multilayered Arabic scholarly network to detect communities of researchers who share their research interests. Two researchers can share an interest if they co-authored a publication or share some keywords in their publications. The set of keywords is expanded via semantic search within a cross-domain ontology, e.g. DBpedia, allowing more researchers with indirect relationships to be connected. A 2-layer scholarly network was constructed by retrieving the scholarly data of faculty members from three colleges at Umm AlQura University (UQU) with rich Arabic publications. Four versions of this network were tested: unweighted, weighted, semantically expanded, and reduced semantically expanded. It was found that weights have an insignificant role in community detection within this study. In addition, a semantically expanded network does have better clustering potentials but only if was performed selectively. Otherwise, the expanded network might suffer from generic and non-discriminative keywords, making the community detection task more challenging. To our knowledge, this is the first investigation into detecting communities within an Arabic scholarly network.","2023","2025-09-10 14:12:08","2025-09-10 14:12:08","","96–103","","","","","","","ASONAM '22","","","","IEEE Press","Istanbul, Turkey","","","","","","","","","","","","DBpedia; semantic annotation; community detection; social network analysis; Arabic scholarly data; multilayered complex network; overlapping community detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"764E5HWT","conferencePaper","2024","Ke, Lanxin; Jian, Li; Liao, Wang; Chen, Yibin; Cai, Yangqi; Ye, Linmei","Hierarchical Multi-label Classification Model Research for Scenic Area Tourism Resources","Proceedings of the 2024 International Conference on Big Data and Digital Management","979-8-4007-1027-8","","10.1145/3696500.3696562","https://doi.org/10.1145/3696500.3696562","Research on tourism resource demand offers critical decision support for the protection, development, and marketing of tourism resources. It also improves personalized experiences and satisfaction for tourists, thus fostering the advancement of the tourism industry into broader and higher realms. It also improves personalized experiences and satisfaction for tourists, thus fostering the advancement of the tourism industry into broader and higher realms. The objective of this study is to extract characteristics of 3A-level and above scenic spots nationwide, facilitating the integration and utilization of tourism resources in the country. The objective of this study is to extract characteristics of 3A-level and above scenic spots nationwide, facilitating the integration and utilization of tourism information. This facilitates the automation and efficiency of tourism resource classification and provides suggestions for improving services at these scenic areas. In response to the abundant resources of major scenic areas across the country, a new approach has been developed. In response to the abundant resources of major scenic areas across the country, this study introduces a hierarchical multi-label classification model for tourism resources. tourism resource classification theme system issued by the Ministry of Culture and Tourism, and leveraging FastText for pre-training on scenic area introductory texts, this research combines the advantages of the hierarchical multi-label classification model with the theme system of the Ministry of Culture and Tourism. introductory texts, this research combines the traditional LSTM model with an attention-based Transformer model. Additionally, a Graph-Convolutional Network (GCN) is used to classify tourism resources. Convolutional Network (GCN) is employed as a hierarchical structure-aware encoder to construct the MiLCT, a hierarchical multi-label classification model, enabling sophisticated multi-label classification to be applied to the text. model, enabling sophisticated multi-label classification of tourism scenic area resource data. Experimental comparisons demonstrate that, with increasing classification levels, the proposed model outperforms those lacking GCN and Transformer components in terms of micro-Precision, micro-Recision, micro-Recision, and micro-Recision. micro-Precision, micro-Recall, and micro-F1 scores, this indicates that the hierarchical structural information of the model can significantly enhance its performance. In comparison to the hierarchical multi-label correlation model, the proposed model demonstrates enhanced performance across the evaluated metrics, indicating its efficacy in integrating multimodal features and providing more comprehensive and accurate data characterization.","2024","2025-09-10 14:12:08","2025-09-10 14:12:08","","369–379","","","","","","","ICBDDM '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Shanghai, China","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WNC2INIP","conferencePaper","2020","Orozco, Adrian Taboada; Mouakher, Amira; Ben Sassi, Imen; Nicolle, Christophe","An Ontology-Based Thermal Comfort Management System In Smart Buildings","Proceedings of the 11th International Conference on Management of Digital EcoSystems","978-1-4503-6238-2","","10.1145/3297662.3365824","https://doi.org/10.1145/3297662.3365824","Achieving thermal comfort for occupants in buildings has been the main focus of several studies in recent years. The challenging issue of the building envelope is to save energy and achieve a high comfortable environment simultaneously. To calculate the thermal comfort level in a living space, environmental factors such as indoor air temperature, mean radiant temperature, air velocity, and humidity are needed. The latter parameters are aggregated through the well known PMV index. In this paper, we introduce a wireless sensor network (WSN)-based comfort measurement approach, called OnCom, using a dedicated ontology and the emotional state analysis of the occupant to reach the ""adequate"" indoor thermal comfort. The main thrust of OnCom stands on the smooth connection of human emotions with the thermal sensations. Carried out experiments showed that emotions, unveiled from tweets, have been efficiently used to mitigate user thermal discomfort.","2020","2025-09-10 14:12:08","2025-09-10 14:12:08","","300–307","","","","","","","MEDES '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Limassol, Cyprus","","","","Ontology; Sentiment Analysis; Smart Buildings; Thermal Comfort; Wireless Sensor Networks (WSN)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YZBDBCGR","journalArticle","2022","Silverman, Greg M.; Sahoo, Himanshu S.; Ingraham, Nicholas E.; Lupei, Monica; Puskarich, Michael A.; Usher, Michael; Dries, James; Finzel, Raymond L.; Murray, Eric; Sartori, John; Simon, Gyorgy; Zhang, Rui; Melton, Genevieve B.; Tignanelli, Christopher J.; Pakhomov, Serguei VS","NLP Methods for Extraction of Symptoms from Unstructured Data for Use in Prognostic COVID-19 Analytic Models","J. Artif. Int. Res.","","1076-9757","10.1613/jair.1.12631","https://doi.org/10.1613/jair.1.12631","Statistical modeling of outcomes based on a patient's presenting symptoms (symptomatology) can help deliver high quality care and allocate essential resources, which is especially important during the COVID-19 pandemic. Patient symptoms are typically found in unstructured notes, and thus not readily available for clinical decision making. In an attempt to fill this gap, this study compared two methods for symptom extraction from Emergency Department (ED) admission notes. Both methods utilized a lexicon derived by expanding The Center for Disease Control and Prevention's (CDC) Symptoms of Coronavirus list. The first method utilized a word2vec model to expand the lexicon using a dictionary mapping to the Uni ed Medical Language System (UMLS). The second method utilized the expanded lexicon as a rule-based gazetteer and the UMLS. These methods were evaluated against a manually annotated reference (f1-score of 0.87 for UMLS-based ensemble; and 0.85 for rule-based gazetteer with UMLS). Through analyses of associations of extracted symptoms used as features against various outcomes, salient risks among the population of COVID-19 patients, including increased risk of in-hospital mortality (OR 1.85, p-value &lt; 0.001), were identified for patients presenting with dyspnea. Disparities between English and non-English speaking patients were also identified, the most salient being a concerning finding of opposing risk signals between fatigue and in-hospital mortality (non-English: OR 1.95, p-value = 0.02; English: OR 0.63, p-value = 0.01). While use of symptomatology for modeling of outcomes is not unique, unlike previous studies this study showed that models built using symptoms with the outcome of in-hospital mortality were not significantly different from models using data collected during an in-patient encounter (AUC of 0.9 with 95% CI of [0.88, 0.91] using only vital signs; AUC of 0.87 with 95% CI of [0.85, 0.88] using only symptoms). These findings indicate that prognostic models based on symptomatology could aid in extending COVID-19 patient care through telemedicine, replacing the need for in-person options. The methods presented in this study have potential for use in development of symptomatology-based models for other diseases, including for the study of Post-Acute Sequelae of COVID-19 (PASC).","2022-01","2025-09-10 14:12:08","2025-09-10 14:12:08","","429–474","","","72","","","","","","","","","","","","","","","","","Place: El Segundo, CA, USA Publisher: AI Access Foundation","","","","Information extraction; Natural language processing; COVID-19; UMLS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQPWQSFT","journalArticle","2021","Varela-Vaca, Ángel Jesús; Quintero, Antonia M. Reina","Smart Contract Languages: A Multivocal Mapping Study","ACM Comput. Surv.","","0360-0300","10.1145/3423166","https://doi.org/10.1145/3423166","Blockchain is a disruptive technology that has attracted the attention of the scientific community and companies, as proven by the exponential growth of publications on this topic in recent years. This growing interest is mainly due to the promise that the use of blockchain enables it to be verified, without including any trusted intermediaries, that the information received from the network is authentic and up-to-date. In this respect, blockchain is a distributed database that can be seen as a ledger that records all transactions that have ever been executed. In this context, smart contracts are pieces of software used to facilitate, verify, and enforce the negotiation of a transaction on a blockchain platform. These pieces of software are implemented by using programming languages, which are sometimes provided by the blockchain platforms themselves. This study aims to (1) identify and categorise the state-of-the-art related to smart contract languages, in terms of the existing languages and their main features, and (2) identify new research opportunities. The review has been conducted as a multivocal mapping study that follows the guidelines proposed by Garousi et&nbsp;al. for conducting multivocal literature reviews, as well as the guidelines proposed by Kitchenham and Charters for conducting mapping studies. As a result of the implementation of the review protocol, 4,119 papers were gathered, and 109 of them were selected for extraction. The contributions of this article are twofold: (1) 101 different smart contract languages have been identified and classified according to a variety of criteria; (2) a discussion on the findings and their implications for future research have been outlined. As a conclusion, it could be stated that a rigorous and replicable overview of the state-of-the-art of smart contract languages has been provided that can benefit not only researchers but also practitioners in the field, thanks to its multivocal nature.","2021-01","2025-09-10 14:12:08","2025-09-10 14:12:08","","","","1","54","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","systematic literature review; blockchain; multivocal literature mapping study; Smart contract language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
